hy,Unnamed: 0,pred,tweet_text,label_y,new_label,new_label_2,count
263,2682,474,sonhei q a billie vinha ao brasil em marco,billi,billie,billie,1
264,3996,474,sonhei q eu tinha virado amigo da billie e acordei sabendo q nunca vai ser real,billi,billie,billie,1
267,422,173,sonhei que estava comendo um bolo de chocolate e hoje de manha meu pai fez um bolo pra mim,bol,bolo bolo,bolo bola bolado bolinha bolos,1
268,430,173,sonhei q comprava uma bola d fut,bol,bola,bolo bola bolado bolinha bolos,1
269,504,173,sonhei que tava jogando bola com o surskity e dava uma caneta linda nele o mano comecou a chorar depois disso e geral bateu nele pq ele tava gritando muito alto que sonho historico,bol,bola,bolo bola bolado bolinha bolos,1
270,1033,173,sonhei q comia um bolo mto bom mds do ceu,bol,bolo,bolo bola bolado bolinha bolos,1
271,1271,173,sonhei que tinha bolado um assim,bol,bolado,bolo bola bolado bolinha bolos,1
272,1528,173,sonhei que o medico tinha falado que eu ja podia jogar bola,bol,bola,bolo bola bolado bolinha bolos,1
273,2176,173,eu sonhei que tava fazendo um bolo de chocolate,bol,bolo,bolo bola bolado bolinha bolos,1
274,2590,173,sonhei que tava jogando bola acordei tristao,bol,bola,bolo bola bolado bolinha bolos,1
275,2591,173,sonhei que estava jogando bola no terminal no terminal eu nem jogo bola,bol,bola bola,bolo bola bolado bolinha bolos,1
276,2885,173,eu sonhei quevtava comendo um bolo da hello kitty ue porra,bol,bolo,bolo bola bolado bolinha bolos,1
277,2913,173,sonhei q jogava bola com a priscila alcantara to rindo bem,bol,bola,bolo bola bolado bolinha bolos,1
278,3223,173,sonhei a noite toda que tava comendo bolo de chocolate alguem manda um bolo pra mim pelo amor de deus,bol,bolo bolo,bolo bola bolado bolinha bolos,1
279,3522,173,sonhei com festa de aniversario com varias opcoes de bolo e tinha mta bolinha de queijo a parte triste e acordar e querer comer isso que nao tem em casa e nao granola oleaginosas e cia que e o que tenho pra hoje,bol,bolo bolinha,bolo bola bolado bolinha bolos,1
280,4088,173,eu sonhei que mh mae ganhava dois bolos e ela ganhou,bol,bolos,bolo bola bolado bolinha bolos,1
281,187,417,sonhei que fernando baliza chama o bolsonaro pro x de embaxadinhas nessa live e que ele ganharia e apos isto detonaria o governo bolsonaro aah que sonho,bolsonaro,bolsonaro bolsonaro,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
282,413,417,sonhei que o bolsonaro era canibal e que tinha mandado matar o ciro dai quando o ciro foi matar o lula o bolsonaro matou o ciro dai toda a populacao fez uma parede pra proteger o lula do bolsonaro e dai o bolsonaro foi matando um brasileiro por vez,bolsonaro,bolsonaro bolsonaro bolsonaro bolsonaro,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
283,787,417,sonhei q matei o bolsonaro,bolsonaro,bolsonaro,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
284,875,417,sonhei que eu dava um pau no bolsonaro,bolsonaro,bolsonaro,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
285,1071,417,sonhei q o lula e o bolsonaro viam pra minha festa de aniversario ai eu e o lula brincava de robolar agua um no outro e o bolsonaro so olhando com a cara assim,bolsonaro,bolsonaro bolsonaro,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
286,1193,417,sonhei com o bolsonaro acho que eu era reporter,bolsonaro,bolsonaro,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
288,1444,417,sonhei que fui em uma festa do atual presidente e la encontro a rhianna mas depois descobri que era so um sistema holografico infiltrado querendo me fazer surtar depois um filho do bolsonaro que nao existe chamado bruno bolsonaro me chamou pra conversar,bolsonaro,bolsonaro bolsonaro,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
289,1839,417,sonhei sonhos com a eleicao de bolsonaro e outro com um psicopata,bolsonaro,bolsonaro,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
290,2059,417,sonhei matando o bolsonaro eitaa glori,bolsonaro,bolsonaro,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
291,2467,417,sonhei q fui ver o tumulo do bolsonaro e ele levantou com uma arma,bolsonaro,bolsonaro,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
292,2623,417,sonhei que ia tirar sangue e pegava o saquinho cheio e tacava na cara do bolsonaro que delicia de sonho,bolsonaro,bolsonaro,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
293,2843,417,sonhei que fui em uma festa e o bolsonaro estava la tbm aff,bolsonaro,bolsonaro,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
294,2967,417,sonhei q bolsonaro ganhava to atordoada,bolsonaro,bolsonaro,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
295,3012,417,sonhei que bolsonaro fazia reunioes dentro das igrejas com pessoas da alta sociedade pra fazerem lavagem de dinheiro oq nao duvido que seja verdade,bolsonaro,bolsonaro,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
296,3049,417,essa noite eu sonhei q chegava numa manifestacao pro bolsonaro aqui em goiania e tocava um berrante,bolsonaro,bolsonaro,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
297,3194,417,sonhei que fui hackeada no twitter e escreviam bolsonaro no meu nome acordei desesperada,hacker,hackeada,hackeada,1
298,3265,417,sonhei que o bolsonaro tentou me matar,bolsonaro,bolsonaro,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
299,3370,417,sonhei que o bolsonaro tava chorando,bolsonaro,bolsonaro,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
300,3476,417,sonhei q avancada na minha madrinha bolsonarista,bolsonaro,bolsonarista,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
301,3863,417,sonhei que o bolsonaro tava no vai dar namoro,bolsonaro,bolsonaro,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
302,505,463,sonhei que eu pegava conjuntivite e passava propositalmente pra um bando de bolsonaristas as vesperas do segundo turno,bolsonaro,bolsonaro,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
303,2381,463,essa noite sonhei que bolsonaro ganhou no segundo turno,bolsonaro,bolsonaro,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
304,2594,463,sonhei que o bolsonaro ganhava no segundo turno acordei de ses pe ra da,bolsonaro,bolsonaro,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
305,2772,463,sonhei que votava em bolsonaro no segundo turno,bolsonaro,bolsonaro,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
306,3847,463,hoje eu sonhei que o bolsonaro ganhava o segundo turno e to assim socorro,bolsonaro,bolsonaro,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
1354,3332,188,eu sonhei em looping a fucking noite inteira com a reforma aqui em casa que de duas semanas ja chegamos em meses durante a reforma a gente faz a revolucao e acaba com bozo e eu fui designada pra lidar com reformas de banheiros pelo pais inteiro odiando aceitei a tarefa,bolsonaro,bozo,bolsonaro,1
1870,2880,368,sonhei que tava com a nicole louise e ela era bolsonarista e o namorado dela lulista e esse foi o motivo deles terminarem,bolsonaro,bolsonarista,bolsonaro bolsonarista eleicoes lula nikolas ferreira lula politica politico presidente simone tebet gomes,1
131,2583,414,sonhei que tinha aparecido nos meninos mais bnts de xanxere,bonit,bnts,bnts,1
307,117,53,sonhei com uma casa tao mas tao bonita essa noite,bonit,bonita,bonita bonito bonite,1
308,376,53,sonhei que eu era bonito,bonit,bonito,bonita bonito bonite,1
309,700,53,sonhei que tinha feito uma tatuagem na bunda e ficou bonita a agr quero fazer de vrdd,bonit,bonita,bonita bonito bonite,1
310,1309,53,sonhei que estava de silicone bem bonita ai abencoa,bonit,bonita,bonita bonito bonite,1
311,1394,53,sonhei q esta namorando ume streamer q eu acho mt bonite,bonit,bonite,bonita bonito bonite,1
312,2201,53,sonhei que tava com uma camiseta do the shining e alguem falou nossa que camisa bonita e eu respondi eu odeio esse filme,bonit,bonita,bonita bonito bonite,1
313,2363,53,sonhei com o homem mais bonito de ura e acordei triste,bonit,bonito,bonita bonito bonite,1
314,2621,53,essa noite sonhei com uma vista linda montanhosa era tao bonito,bonit,bonito,bonita bonito bonite,1
315,2924,53,sonhei que estava comendo no bandeco e a comida era muito bonita mas toda feita de banana assada que eu odeio muito,bonit,bonita,bonita bonito bonite,1
316,3351,53,sonhei que fui de navio pra alemanha no natal e o navio congelou no meio do caminho tive q ir nadando mas foi bonito o sonho,bonit,bonito,bonita bonito bonite,1
317,3612,53,sonhei que eu era bonita,bonit,bonita,bonita bonito bonite,1
324,13,83,sonhei com o boy e hoje ele me chamou pra sair isso acontece com frequencia cmg tipo sonhar com uma pessoa e a pessoa me mandar mensagem depois de tempos,boy,boy,boy,1
325,30,83,sonhei que meu boy era um doido psicopata que me proibia de viver e queria matar meus amigos e um sinal deus,boy,boy,boy,1
326,496,83,sonhei novamente com o boy que eu nunca encontro no role meu deus q isso um filme destino socorro,boy,boy,boy,1
327,590,83,hoje eu sonhei com meu boy,boy,boy,boy,1
328,987,83,sonhei que bruna marquezine era minha amiga e simplesmente me arranjando um boy mais que tudo,boy,boy,boy,1
329,1428,83,sonhei que andava de moto com o will toledo enquanto ele cantava my boy,boy,boy,boy,1
330,1883,83,sonhei que meu cabelo tava preto dnv boy n combina mais cmg,boy,boy,boy,1
331,2942,83,sonhei que o boy me traia e eu ia prum sambao com terr_ana que tambem tinha sido traida o boy me mandou mensagem e eu ja dei uma voadora nele agora o dia comeca com a bronca e a vontade de estar com minha aminha ps deitei ontem pensando nos dois,boy,boy boy,boy,1
332,3442,83,sonhei com um boy e agora ele parece mais interessante so que e ex doido de amigo,boy,boy,boy,1
333,3961,83,sonhei hj q encontrei uma amiga de infancia e o boy dela dei carona pra eles e ela tava contando q tava noiva e como foi o pedido agora a noite ela posta foto falando que foi pedida em casamento e disse sim seria eu capaz de ver o futuro,boy,boy,boy,1
334,1025,468,sonhei que o brasil conseguia bloquear,brasil,brasil,brasil,1
335,1032,468,sonhei que o brasil conseguia bloquear a herbots,brasil,brasil,brasil,1
336,1553,468,eu sonhei que o biroliro lies tinha feito alguma merda muito grande q eu n sei o que era e ai o povo que tinha postado foto com camisa do brasil defendendo ele comecou a apagar as legendas e colocar brasil core,brasil,brasil brasil,brasil,1
337,1768,468,sonhei que tava em casa no brasil,brasil,brasil,brasil,1
338,2049,468,sonhei que a banda rhcp ia fazer show aqui no brasil,brasil,brasil,brasil,1
339,2752,468,sonhei que danny ia fazer shows solo no brasil,brasil,brasil,brasil,1
340,2817,468,sonhei que a bruna tinha voltado pro brasil e agora eu to triste brureadss,brasil,brasil,brasil,1
341,3897,468,sonhei q eu tava indo passar um mes no brasil,brasil,brasil,brasil,1
342,3899,468,sonhei q a draculaura g tinha lancado no brasil e era tao barata q eu comprei duas queria mto,brasil,brasil,brasil,1
1872,3784,368,sonhei q tinha ido pro brasil mas por algum motivo nao podia ir pro spinning tava chorando mto pra minha mae deixar eu pedir um uber e ir e ela nao deixava eu sair do hotel mds ate dezembro eu fico doida,brasil,brasil,brasil,1
343,38,134,sonhei com vcs e com uma briga horrivel e pra piorar eu tava tentando ajudar mas me colocaram como a culpada ate em sonho eu levo a culpa do que nunca fiz,briga,briga,batido batendo bateu bater bati batida batia briga brigava brigando brigar xingou xingando xingado xingar,1
344,152,134,sonhei q brigava com tres pessoas,briga,brigava,batido batendo bateu bater bati batida batia briga brigava brigando brigar xingou xingando xingado xingar,1
345,254,134,sonhei que ia ter briga no jogo de amanha,briga,briga,batido batendo bateu bater bati batida batia briga brigava brigando brigar xingou xingando xingado xingar,1
346,934,134,essa noite eu sonhei que tava brigando com duas veia que queriam privatizar o sus essas eleicoes precisam acabar urgente,briga,brigando,batido batendo bateu bater bati batida batia briga brigava brigando brigar xingou xingando xingado xingar,1
347,988,134,sonhei que eu brigava,briga,brigava,batido batendo bateu bater bati batida batia briga brigava brigando brigar xingou xingando xingado xingar,1
348,1044,134,sonhei que tava discutindo com a minha vo pq ela tava brigando comigo pq faz tempo que nao vou pra la que nao ligo mais pra eles e que to muito ocupada estudando e me dedicando ao handebol acordei sem entender isso ai,briga,brigando,batido batendo bateu bater bati batida batia briga brigava brigando brigar xingou xingando xingado xingar,1
349,1569,134,eu sonhei que tava brigando com caras,briga,brigando,batido batendo bateu bater bati batida batia briga brigava brigando brigar xingou xingando xingado xingar,1
350,1651,134,sonhei que o avematerdomini brigava comigo me esculachava muito e eu ficava atonito pensando nossa achei que voce gostasse de mim,briga,brigava,batido batendo bateu bater bati batida batia briga brigava brigando brigar xingou xingando xingado xingar,1
